source_file,service_code,line_name,vehicle_journey_code,line_ref,route_description,direction,scheduled_departure_time,operating_days,scheduled_duration_minutes,operating_day,calendar_date,hour,delay_minutes,synthetic_latitude,synthetic_longitude
41-None--SCMY-RF-2026-03-29-Birkenhead_March_2026-Refresh2__SCMY_PC1033334_186_20260329-BODS_V1_1.xml,PC1033334:186,41,VJ136,SCMY:PC1033334:186:42,Mill Park - Arrowe Park Hospital,outbound,13:05:00,"Monday,Tuesday,Wednesday,Thursday,Friday",75.0,Thursday,2026-01-15,13,7.68,53.36362493630768,-2.863564213653556
ME14-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_3_20260719-BODS_V1_1.xml,PC1033334:3,14,VJ499,SCMY:PC1033334:3:14,Liverpool - Croxteth,outbound,14:36:00,"Monday,Tuesday,Wednesday,Thursday,Friday",42.0,Wednesday,2025-11-05,14,5.3,53.4655099772865,-2.8860782173924235
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2655,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,10:18:00,"Monday,Tuesday,Wednesday,Thursday,Friday",37.0,Tuesday,2025-10-21,10,7.08,53.35574490162051,-2.671771134910702
19-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_14_20260719-BODS_V1_1.xml,PC1033334:14,19,VJ97,SCMY:PC1033334:14:19,Liverpool - Kirkby,outbound,08:00:00,"Monday,Tuesday,Wednesday,Thursday,Friday",57.0,Friday,2026-05-15,8,5.3,53.449508068589395,-2.942854013176013
CH16-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_202_20260405-BODS_V1_1.xml,PC1033334:202,16,VJ1441,SCMY:PC1033334:202:16,Chester - Saltney,outbound,20:45:00,"Monday,Tuesday,Wednesday,Thursday",22.0,Thursday,2026-04-02,20,-0.02,53.37704105062925,-2.6708161125684438
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2287,SCMY:PC1033334:12:17,Liverpool - Kirby Ind Est,inbound,15:00:00,"Monday,Tuesday,Wednesday,Thursday,Friday",46.0,Thursday,2025-11-06,15,2.17,53.384840990578695,-2.687402433574203
19-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_14_20260719-BODS_V1_1.xml,PC1033334:14,19,VJ128,SCMY:PC1033334:14:19,Liverpool - Kirkby,inbound,11:24:00,"Monday,Tuesday,Wednesday,Thursday,Friday",51.0,Monday,2025-09-08,11,1.15,53.41721503191595,-2.855350831528741
5-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_198_20260719-BODS_V1_1.xml,PC1033334:198,5,VJ1528,SCMY:PC1033334:198:5,Chester - Wrexham,inbound,13:36:00,"Monday,Tuesday,Wednesday,Thursday,Friday",16.0,Wednesday,2025-10-22,13,11.94,53.355109047997736,-2.718703927288453
701-None--SCMY-RF-2026-03-29-Birkenhead_March_2026-Refresh2__SCMY_PC1033334_612_20260329-BODS_V1_1.xml,PC1033334:612,701,VJ764,SCMY:PC1033334:612:701,Boathouse Lane - Beresford Road,outbound,07:25:00,"Monday,Tuesday,Wednesday,Thursday,Friday",42.0,Monday,2025-09-15,7,10.05,53.32804967322009,-2.725868938124298
CH16-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_202_20260719-BODS_V1_1.xml,PC1033334:202,16,VJ487,SCMY:PC1033334:202:16,Chester - Saltney,outbound,20:45:00,Saturday,22.0,Saturday,2026-05-30,20,1.45,53.40567980227229,-2.6694521583571467
6-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_390_20260719-BODS_V1_1.xml,PC1033334:390,6,VJ106,SCMY:PC1033334:390:6,"Ledsham, Bayweaver Street - Ellesmere Port Bus Interchange",inbound,18:58:00,"Monday,Tuesday,Wednesday,Thursday,Friday",22.0,Friday,2026-01-09,18,10.42,53.44362828365132,-2.8118357117841977
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2772,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,21:26:00,"Monday,Tuesday,Wednesday,Thursday,Friday",30.0,Wednesday,2026-07-22,21,0.24,53.407205806159816,-2.8282280975338048
20-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_15_20260719-BODS_V1_1.xml,PC1033334:15,20,VJ940,SCMY:PC1033334:15:21,Northwood - Liverpool,inbound,14:27:00,"Monday,Tuesday,Wednesday,Thursday,Friday",80.0,Friday,2025-12-26,14,-0.39,53.37220051750189,-2.800538806971124
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2773,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,21:43:00,"Monday,Tuesday,Wednesday,Thursday,Friday",35.0,Tuesday,2025-09-16,21,-0.3,53.442720068145626,-2.6690859190145173
17-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_12_20260103-BODS_V1_1.xml,PC1033334:12,17,VJ687,SCMY:PC1033334:12:17A,Liverpool - Kirby Ind Est,inbound,09:58:00,"Monday,Tuesday,Wednesday,Thursday,Friday",64.0,Thursday,2025-10-16,9,3.14,53.41868269155667,-2.756073777449441
CH51-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_527_20260405-BODS_V1_1.xml,PC1033334:527,51,VJ891,SCMY:PC1033334:527:51,"Weston Grove, Shops - Chester Bus Interchange",inbound,12:19:00,"Monday,Tuesday,Wednesday,Thursday,Friday",19.0,Thursday,2026-01-15,12,0.47,53.34084526209789,-2.8831404387113824
86C-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_120_20260103-BODS_V1_1.xml,PC1033334:120,86,VJ1829,SCMY:PC1033334:120:86,South Parkway - Liverpool ONE,inbound,14:35:00,"Monday,Tuesday,Wednesday,Thursday,Friday",43.0,Monday,2025-12-01,14,-0.8,53.47513314153373,-2.925190092355735
CH51-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_527_20260405-BODS_V1_1.xml,PC1033334:527,51,VJ919,SCMY:PC1033334:527:51E,"Weston Grove, Shops - Chester Bus Interchange",inbound,23:11:00,Friday,17.0,Friday,2026-04-17,23,-0.65,53.426768708362474,-2.6896630827354895
53-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_19_20260103-BODS_V1_1.xml,PC1033334:19,53,VJ2173,SCMY:PC1033334:19:53,Queen Square - Crosby,inbound,12:31:00,"Monday,Tuesday,Wednesday,Thursday,Friday",53.0,Monday,2026-02-09,12,7.63,53.30189327790443,-2.7542188501963776
CH14-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_197_20260719-BODS_V1_1.xml,PC1033334:197,14,VJ1215,SCMY:PC1033334:197:14,Chester - Blacon Parade,outbound,19:00:00,"Monday,Tuesday,Wednesday,Thursday,Friday",28.0,Thursday,2026-05-28,19,-1.13,53.344076258052766,-2.803508934710646
CH9-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_397_20260719-BODS_V1_1.xml,PC1033334:397,9,VJ621,SCMY:PC1033334:397:9,"Pipers Ash, Crossley Crescent - Chester Bus Interchange",inbound,14:39:00,"Monday,Tuesday,Wednesday,Thursday,Friday",11.0,Tuesday,2025-08-19,14,1.29,53.468991101161244,-2.8880618835891854
217-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_113_20260719-BODS_V1_1.xml,PC1033334:113,217,VJ2539,SCMY:PC1033334:113:217A,Kirkby - Halewood,inbound,17:46:00,Sunday,60.0,Sunday,2025-11-30,17,10.14,53.45659948291195,-2.698837771942632
RF16-None--SCMY-RF-2026-03-29-Birkenhead_June_2026_17_change_and___SCMY_PC1033334_450_20260621-BODS_V1_1.xml,PC1033334:450,16,VJ24,SCMY:PC1033334:450:16,Moreton Cross - Eastham Rake Railway Station,outbound,11:13:00,"Monday,Tuesday,Wednesday,Thursday,Friday",69.0,Friday,2025-12-12,11,5.18,53.44756173123433,-2.7606120248223176
CH7-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_203_20260719-BODS_V1_1.xml,PC1033334:203,7,VJ1657,SCMY:PC1033334:203:7,"Vicar's Cross, Queens Road - Chester Bus Interchange",inbound,13:38:00,"Monday,Tuesday,Wednesday,Thursday,Friday",14.0,Tuesday,2026-03-17,13,9.7,53.37104000896718,-2.9502290626171184
CH9-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_397_20260719-BODS_V1_1.xml,PC1033334:397,9,VJ597,SCMY:PC1033334:397:9,"Pipers Ash, Crossley Crescent - Chester Bus Interchange",inbound,08:33:00,"Monday,Tuesday,Wednesday,Thursday,Friday",17.0,Wednesday,2025-10-22,8,-0.52,53.41666578615263,-2.859092788197698
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2233,SCMY:PC1033334:12:17A,Liverpool - Kirkby Ind Est,outbound,09:43:00,"Monday,Tuesday,Wednesday,Thursday,Friday",68.0,Thursday,2026-03-12,9,0.39,53.39932616143161,-2.8927400983589955
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2233,SCMY:PC1033334:12:17A,Liverpool - Kirkby Ind Est,outbound,09:43:00,"Monday,Tuesday,Wednesday,Thursday,Friday",68.0,Wednesday,2026-06-03,9,6.47,53.45014273723828,-2.6949707124420614
20-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_15_20260719-BODS_V1_1.xml,PC1033334:15,20,VJ919,SCMY:PC1033334:15:20,Towerhill - Liverpool,inbound,13:07:00,"Monday,Tuesday,Wednesday,Thursday,Friday",65.0,Monday,2026-02-23,13,8.4,53.38957223936585,-2.8785699706774324
CH51-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_527_20260405-BODS_V1_1.xml,PC1033334:527,51,VJ913,SCMY:PC1033334:527:51E,"Weston Grove, Shops - Chester Bus Interchange",inbound,20:11:00,Friday,17.0,Friday,2026-02-20,20,4.98,53.3273265088692,-2.7071126494535105
651-None--SCMY-RF-2026-03-29-Birkenhead_March_2026-Refresh2__SCMY_PC1033334_604_20260329-BODS_V1_1.xml,PC1033334:604,651,VJ773,SCMY:PC1033334:604:651,Home Farm Road - Upton Road,outbound,08:40:00,"Monday,Tuesday,Wednesday,Thursday,Friday",12.0,Wednesday,2026-07-01,8,7.96,53.36662713068728,-2.9423140331544464
53-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_19_20260103-BODS_V1_1.xml,PC1033334:19,53,VJ2289,SCMY:PC1033334:19:53,Queen Square - Crosby,inbound,16:33:00,Saturday,49.0,Saturday,2026-06-06,16,2.06,53.34258513204585,-2.721946457406392
17-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_12_20260103-BODS_V1_1.xml,PC1033334:12,17,VJ669,SCMY:PC1033334:12:17,Liverpool - Aintree Hosp,outbound,08:02:00,"Monday,Tuesday,Wednesday,Thursday,Friday",39.0,Friday,2026-06-05,8,2.35,53.36259250969353,-2.7523516558612124
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3268,SCMY:PC1033334:15:21,Liverpool - Northwood,outbound,18:42:00,"Monday,Tuesday,Wednesday,Thursday,Friday",63.0,Monday,2025-12-29,18,2.98,53.32459570700146,-2.778934327704119
10A-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_5_20260719-BODS_V1_1.xml,PC1033334:5,10A,VJ2839,SCMY:PC1033334:5:10A,St Helens - Liverpool,inbound,14:05:00,"Monday,Tuesday,Wednesday,Thursday,Friday",89.0,Thursday,2025-09-18,14,2.32,53.47569680239338,-2.929370961537657
20-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_15_20260719-BODS_V1_1.xml,PC1033334:15,20,VJ810,SCMY:PC1033334:15:21,Queen Square Bus Station - Minstead Avenue,outbound,06:18:00,"Monday,Tuesday,Wednesday,Thursday,Friday",48.0,Tuesday,2026-01-13,6,-0.85,53.30846236618456,-2.66193925041771
CHPR1-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_383_20260719-BODS_V1_1.xml,PC1033334:383,PR1,VJ1753,SCMY:PC1033334:383:PR1,Wrexham Road Circular,outbound,11:00:00,"Monday,Tuesday,Wednesday,Thursday,Friday",28.0,Tuesday,2026-01-27,11,5.2,53.426431968238575,-2.796905564330765
RF16-None--SCMY-RF-2026-03-29-Birkenhead_June_2026_17_change_and___SCMY_PC1033334_450_20260621-BODS_V1_1.xml,PC1033334:450,16,VJ18,SCMY:PC1033334:450:17,Moreton Cross - Eastham Rake Railway Station,outbound,09:39:00,"Monday,Tuesday,Wednesday,Thursday,Friday",70.0,Monday,2026-05-18,9,0.21,53.36680810055775,-2.9581259691496062
CH53-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_188_20260405-BODS_V1_1.xml,PC1033334:188,52,VJ512,SCMY:PC1033334:188:53,Kingsway - Chester Bus Interchange,inbound,08:21:00,"Monday,Tuesday,Wednesday,Thursday,Friday",12.0,Tuesday,2025-11-04,8,5.04,53.47128170026847,-2.7192413692405046
CH7-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_203_20260719-BODS_V1_1.xml,PC1033334:203,7,VJ1654,SCMY:PC1033334:203:7,"Chester Interchange, Stand L - Vicar's Cross, Queens Road",outbound,12:55:00,"Monday,Tuesday,Wednesday,Thursday,Friday",13.0,Monday,2026-04-20,12,3.77,53.459060804768676,-2.827740780968715
ME14-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_3_20260719-BODS_V1_1.xml,PC1033334:3,14,VJ500,SCMY:PC1033334:3:14,Croxteth - Liverpool,inbound,14:47:00,"Monday,Tuesday,Wednesday,Thursday,Friday",39.0,Wednesday,2026-06-17,14,3.55,53.37365900843531,-2.736586909769666
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2399,SCMY:PC1033334:12:17,Liverpool - Kirby Ind Est,inbound,12:06:00,Saturday,38.0,Saturday,2026-03-21,12,-0.07,53.39948463072637,-2.694103175598979
17-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_12_20260103-BODS_V1_1.xml,PC1033334:12,17,VJ755,SCMY:PC1033334:12:17,Liverpool - Aintree Hosp,outbound,16:55:00,"Monday,Tuesday,Wednesday,Thursday,Friday",43.0,Tuesday,2025-08-19,16,11.47,53.315560605191656,-2.794650120274929
10A-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_5_20260103-BODS_V1_1.xml,PC1033334:5,10A,VJ1565,SCMY:PC1033334:5:10A,Liverpool ONE Bus Station - Exchange Street,outbound,23:09:00,Saturday,64.0,Saturday,2026-05-30,23,0.15,53.442041671811566,-2.8430412376539493
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3111,SCMY:PC1033334:15:20,Paradise St - Towerhill,outbound,08:08:00,"Monday,Tuesday,Wednesday,Thursday,Friday",65.0,Tuesday,2025-10-28,8,1.13,53.31218960906812,-2.8054382869021057
6-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Final__SCMY_PC1033334_390_20260405-BODS_V1_1.xml,PC1033334:390,6,VJ1122,SCMY:PC1033334:390:6,"Ledsham Garden Village - Rivacre, Naylor Place",inbound,16:41:00,"Monday,Tuesday,Wednesday,Thursday,Friday",24.0,Wednesday,2026-03-04,16,-0.84,53.31439427723725,-2.837014314588778
CHPR2-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-F__SCMY_PC1033334_382_20260405-BODS_V1_1.xml,PC1033334:382,PR2,VJ365,SCMY:PC1033334:382:PR2,Boughton Heath PR - Chester,outbound,10:30:00,"Monday,Tuesday,Wednesday,Thursday,Friday",20.0,Wednesday,2025-09-17,10,-0.01,53.47981815671683,-2.940938364012376
CHPR2-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-F__SCMY_PC1033334_382_20260405-BODS_V1_1.xml,PC1033334:382,PR2,VJ424,SCMY:PC1033334:382:PR2,Boughton Heath PR - Chester,outbound,15:00:00,Saturday,20.0,Saturday,2025-08-16,15,-1.75,53.450694655316106,-2.843865085653955
41-None--SCMY-RF-2026-03-29-Birkenhead_March_2026-Refresh2__SCMY_PC1033334_186_20260329-BODS_V1_1.xml,PC1033334:186,41,VJ102,SCMY:PC1033334:186:41,Mill Park - Arrowe Park Hospital,outbound,08:48:00,"Monday,Tuesday,Wednesday,Thursday,Friday",77.0,Wednesday,2026-04-01,8,1.99,53.406744157825294,-2.7355899823347403
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2862,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,14:18:00,Saturday,36.0,Saturday,2026-03-21,14,0.7,53.42658767960051,-2.8308179652241123
CH9-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fin__SCMY_PC1033334_397_20260405-BODS_V1_1.xml,PC1033334:397,9,VJ1898,SCMY:PC1033334:397:9,"Pipers Ash, Crossley Crescent - Chester Bus Interchange",inbound,09:08:00,"Monday,Tuesday,Wednesday,Thursday,Friday",14.0,Friday,2026-05-22,9,10.18,53.36033959576599,-2.8761394355971484
CHPR3-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_523_20260719-BODS_V1_1.xml,PC1033334:523,PR3,VJ557,SCMY:PC1033334:523:PR3,Upton (Zoo) Park & Ride - Upton (Zoo) Park & Ride,outbound,10:10:00,Saturday,30.0,Saturday,2026-03-07,10,-0.07,53.36849519290655,-2.956942038929015
CH84-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_535_20260405-BODS_V1_1.xml,PC1033334:535,84,VJ1331,SCMY:PC1033334:535:84,"Chester Interchange, Stand L - Crewe Bus Station, 5",outbound,14:47:00,Saturday,91.0,Saturday,2026-01-03,14,-0.23,53.46987641125423,-2.6945241129405013
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2256,SCMY:PC1033334:12:17A,Liverpool - Kirby Ind Est,inbound,11:58:00,"Monday,Tuesday,Wednesday,Thursday,Friday",64.0,Thursday,2025-11-20,11,3.54,53.40006373769168,-2.9721679674203467
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2654,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,10:15:00,"Monday,Tuesday,Wednesday,Thursday,Friday",38.0,Monday,2026-01-12,10,1.36,53.42465006669743,-2.888118219102412
CH14-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_197_20260719-BODS_V1_1.xml,PC1033334:197,14,VJ1138,SCMY:PC1033334:197:14A,Chester - Blacon Parade,inbound,18:15:00,Sunday,30.0,Sunday,2026-05-17,18,-1.52,53.40692943504361,-2.6711184889557096
CH23-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_628_20260405-BODS_V1_1.xml,PC1033334:628,23,VJ464,SCMY:PC1033334:628:23A,"Neston, Brook Street - Willaston, Village Green",inbound,18:00:00,"Monday,Tuesday,Wednesday,Thursday,Friday",20.0,Thursday,2026-07-30,18,5.48,53.437229257904754,-2.7572117962756875
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2711,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,14:57:00,"Monday,Tuesday,Wednesday,Thursday,Friday",38.0,Tuesday,2026-01-13,14,4.35,53.32918462430879,-2.6574656198145794
5-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_198_20260719-BODS_V1_1.xml,PC1033334:198,5,VJ1541,SCMY:PC1033334:198:5,Chester - Wrexham,outbound,16:12:00,"Monday,Tuesday,Wednesday,Thursday,Friday",24.0,Friday,2026-02-06,16,6.13,53.443002693001894,-2.6810012530410927
19-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_14_20260103-BODS_V1_1.xml,PC1033334:14,19,VJ1087,SCMY:PC1033334:14:19,Liverpool - Kirkby,outbound,14:03:00,"Monday,Tuesday,Wednesday,Thursday,Friday",49.0,Monday,2026-02-09,14,11.82,53.451141193224224,-2.830505827104424
CH7-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fin__SCMY_PC1033334_203_20260405-BODS_V1_1.xml,PC1033334:203,7,VJ970,SCMY:PC1033334:203:7,"Chester Interchange, Stand L - Vicar's Cross, Queens Road",outbound,08:22:00,"Monday,Tuesday,Wednesday,Thursday,Friday",13.0,Wednesday,2025-10-08,8,-0.12,53.42679492535884,-2.7452694432626203
CH53-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_188_20260719-BODS_V1_1.xml,PC1033334:188,52,VJ252,SCMY:PC1033334:188:53,Kingsway - Chester Bus Interchange,inbound,11:54:00,"Monday,Tuesday,Wednesday,Thursday,Friday",11.0,Monday,2026-03-02,11,20.72,53.332188985831394,-2.6624839278694465
CH84-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_535_20260405-BODS_V1_1.xml,PC1033334:535,84,VJ1265,SCMY:PC1033334:535:84,"Crewe Bus Station, 5 - Chester Bus Interchange",inbound,11:48:00,"Monday,Tuesday,Wednesday,Thursday,Friday",86.0,Tuesday,2026-04-14,11,11.72,53.43245460065461,-2.9793618911720183
17-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_12_20260103-BODS_V1_1.xml,PC1033334:12,17,VJ765,SCMY:PC1033334:12:17,Liverpool - Aintree Hosp,outbound,17:55:00,"Monday,Tuesday,Wednesday,Thursday,Friday",38.0,Thursday,2026-03-05,17,0.24,53.34259612462754,-2.6607336834966078
217-None--SCMY-MEGI-2025-08-31-Gillmoss_November_2025_Sch_Change___SCMY_PC1033334_113_20260103-BODS_V1_1.xml,PC1033334:113,217,VJ49,SCMY:PC1033334:113:217,Tower Hill - Huyton,outbound,08:00:00,"Monday,Tuesday,Wednesday,Thursday,Friday",72.0,Thursday,2026-07-09,8,-1.42,53.35379792503303,-2.8450662477380697
CH16-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_202_20260719-BODS_V1_1.xml,PC1033334:202,16,VJ411,SCMY:PC1033334:202:16,Chester - Saltney,inbound,16:11:00,"Monday,Tuesday,Wednesday,Thursday,Friday",34.0,Wednesday,2026-05-20,16,15.64,53.31824555713492,-2.9740663141677053
10A-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_5_20260719-BODS_V1_1.xml,PC1033334:5,10A,VJ2870,SCMY:PC1033334:5:10A,St Helens - Liverpool,inbound,19:51:00,"Monday,Tuesday,Wednesday,Thursday,Friday",71.0,Thursday,2025-10-02,19,6.13,53.30332717864978,-2.6785104037356327
20-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_15_20260719-BODS_V1_1.xml,PC1033334:15,20,VJ929,SCMY:PC1033334:15:20,Paradise St - Towerhill,outbound,13:46:00,"Monday,Tuesday,Wednesday,Thursday,Friday",61.0,Tuesday,2026-06-30,13,8.46,53.47837761205048,-2.7204012171530585
86C-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_120_20260103-BODS_V1_1.xml,PC1033334:120,86,VJ1760,SCMY:PC1033334:120:86C,Liverpool ONE - Hope Uni,outbound,08:44:00,"Monday,Tuesday,Wednesday,Thursday,Friday",84.0,Tuesday,2026-06-16,8,-1.02,53.377528649154854,-2.754262309419107
CH14-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_197_20260719-BODS_V1_1.xml,PC1033334:197,14,VJ1186,SCMY:PC1033334:197:14A,Chester - Blacon Parade,inbound,12:38:00,"Monday,Tuesday,Wednesday,Thursday,Friday",30.0,Thursday,2026-03-19,12,8.85,53.31127243978958,-2.7323985244961846
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2665,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,11:08:00,"Monday,Tuesday,Wednesday,Thursday,Friday",37.0,Friday,2026-04-24,11,3.27,53.43405158667119,-2.8561801389279307
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2645,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,09:28:00,"Monday,Tuesday,Wednesday,Thursday,Friday",37.0,Wednesday,2025-08-06,9,10.19,53.40113488031613,-2.8199619163173826
17-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_12_20260103-BODS_V1_1.xml,PC1033334:12,17,VJ767,SCMY:PC1033334:12:17,Liverpool - Aintree Hosp,outbound,18:07:00,"Monday,Tuesday,Wednesday,Thursday,Friday",37.0,Wednesday,2025-08-13,18,8.04,53.40303902669531,-2.7041530252855304
ME14-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_3_20260719-BODS_V1_1.xml,PC1033334:3,14,VJ591,SCMY:PC1033334:3:14,Liverpool - Croxteth,outbound,10:45:00,Saturday,34.0,Saturday,2026-07-18,10,2.9,53.36755381581055,-2.8118221446076266
