Version,ResponseTimestamp (ServiceDelivery),ProducerRef,ResponseTimestamp (VehicleMonitoringDelivery),RequestMessageRef,ValidUntil,ShortestPossibleCycle,RecordedAtTime,ItemIdentifier,ValidUntilTime,LineRef,DirectionRef,DataFrameRef,DatedVehicleJourneyRef,PublishedLineName,OperatorRef,OriginRef,OriginName,DestinationRef,DestinationName,OriginAimedDepartureTime,Longitude,Latitude,Bearing,VehicleRef,BlockRef,DriverRef
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T18:02:14+00:00,a172461d-28aa-4c4d-a0c5-471abd614d98,2026-07-12T19:27:57.545000+00:00,102,inbound,2026-07-12,3090,102,CSLB,4900801620,Heathrow_Airport__Heathrow_Central_Bus_Station,040000000441,High_Wycombe__High_Wycombe_BusStn,2026-07-12T16:40:00+00:00,-0.757075,51.631306,-,80612,450064,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:47+00:00,7d5171fe-a9cd-48fc-83b3-57182d87b07a,2026-07-12T19:27:57.545000+00:00,850,inbound,2026-07-12,3048,850,CSLB,039028170001,Reading_Town_Centre__Friar_Street,040000002959,High_Wycombe__High_Wycombe_BusStn,2026-07-12T18:40:00+00:00,-0.904805,51.537827,-,80208,80442,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T16:13:44+00:00,41591ecd-7fc0-4af7-8153-2c563f17aee5,2026-07-12T19:27:57.545000+00:00,1,inbound,2026-07-12,3036,1,CSLB,210021413007,Hemel_Hempstead__Marlowes,040000002956,High_Wycombe__High_Wycombe_BusStn,2026-07-12T14:50:00+00:00,-0.756729,51.631301,-,80892,100803,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:44+00:00,b0582114-cf1c-4f71-9639-f2a58abf4822,2026-07-12T19:27:57.545000+00:00,5,outbound,2026-07-12,3097,5,OXBC,340000006R2,Oxford_City_Centre__Railway_Station,340001230ERB,Blackbird_Leys__Sandy_Lane_West,2026-07-12T19:12:00+00:00,-1.256849,51.752166,80.0,80712,13660,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T17:02:03+00:00,7184caa9-f08f-497a-801d-791158df0aae,2026-07-12T19:27:57.545000+00:00,OXF,inbound,2026-07-12,7062,OXF,OXBC,490008016CS,Heathrow_Airport__Heathrow_Central_Bus_Station,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,2026-07-12T15:10:00+00:00,-1.260849,51.748381,-,80030,13297,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T17:33:47+00:00,9dab92bf-6ec6-4c8a-8db5-a6f64fd2ee3d,2026-07-12T19:27:57.545000+00:00,CS1,anticlockwise,2026-07-12,1745,CS1,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000006R6,Oxford_City_Centre__Railway_Station,2026-07-12T16:45:00+00:00,-1.2586,51.754414,-,80297,14309,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:45+00:00,9cbdbb7a-642d-42e8-aede-eafbd3aafbf8,2026-07-12T19:27:57.545000+00:00,100,outbound,2026-07-12,3111,100,OXBC,340001989S2,Oxford_City_Centre__Speedwell_Street,340000008JR3,John_Radcliffe_Hospital__JR_Hospital_Main_Entrance,2026-07-12T19:05:00+00:00,-1.237765,51.748081,116.0,80702,14367,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:41+00:00,f8fdfd96-f594-4a74-9fc5-da3762b695d6,2026-07-12T19:27:57.545000+00:00,500,outbound,2026-07-12,3107,500,OXBC,340001259OPP,Cowley__Car_Factory_Gate,340002072E5,Oxford_City_Centre__Westgate,2026-07-12T19:16:00+00:00,-1.225435,51.741697,321.0,80751,13605,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T04:01:23+00:00,a3bb7014-c57f-450a-bc22-9bee8b715449,2026-07-12T19:27:57.545000+00:00,102,inbound,2026-07-12,5206,102,CSLB,4900801620,Heathrow_Airport__Heathrow_Central_Bus_Station,040000000441,High_Wycombe__High_Wycombe_BusStn,2026-07-12T02:55:00+00:00,-0.754546,51.63877,-,80610,8816,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T16:29:20+00:00,71832383-6b54-44cc-8256-cf639f014d84,2026-07-12T19:27:57.545000+00:00,L,inbound,2026-07-12,3038,L,PULH,1600GL1031,Hesters_Way__Yalta_Close,1600GLA36822,Cheltenham__Primark,2026-07-12T16:17:00+00:00,-2.07875,51.898879,35.0,80496,450136,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T18:52:23+00:00,589bca2e-c768-4ff1-9331-01353295c38c,2026-07-12T19:27:57.545000+00:00,BV1,outbound,2026-07-12,3043,BV1,OXBC,340000117STN,Bicester__Bicester_North_Railway_Station,340000117STN,Bicester__Bicester_North_Railway_Station,2026-07-12T18:35:00+00:00,-1.150674,51.90361,114.0,80491,13743,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:48+00:00,556382e1-802f-49a5-a316-ab12fb2a29c1,2026-07-12T19:27:57.545000+00:00,X2,inbound,2026-07-12,3052,X2,THTR,340003334SRN,Didcot__Orchard_Centre,340002072E4,Oxford_City_Centre__Westgate,2026-07-12T19:14:00+00:00,-1.252212,51.615792,299.0,80662,2081,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:40+00:00,ed9498f4-909e-4623-b19b-c844b55b836f,2026-07-12T19:27:57.545000+00:00,X40,inbound,2026-07-12,3052,X40,THTR,039028140003,Reading_Town_Centre__Station_Road,340002072E1,Oxford_City_Centre__Westgate,2026-07-12T18:15:00+00:00,-1.216513,51.703268,324.0,80996,8357,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T17:44:50+00:00,5323fc7b-e8b0-4ba3-b3a8-2db96cf36faa,2026-07-12T19:27:57.545000+00:00,300,outbound,2026-07-12,3093,300,OXBC,340000418PR,Oxford__Redbridge_Park_and_Ride,340000420PR,Oxford__Pear_Tree_Park_and_Ride,2026-07-12T17:15:00+00:00,-1.282064,51.793743,-,80767,13580,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T16:30:26+00:00,f82e8486-da2c-496b-8035-c3eb0454dd01,2026-07-12T19:27:57.545000+00:00,30,outbound,2026-07-12,3035,30,CSLB,040000002964,High_Wycombe__High_Wycombe_BusStn,040000002964,High_Wycombe__High_Wycombe_BusStn,2026-07-12T16:00:00+00:00,-0.753066,51.630794,231.0,80453,100740,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T17:35:05+00:00,b56a60f3-5018-40c8-b9b2-adf88252bff4,2026-07-12T19:27:57.545000+00:00,X40,outbound,2026-07-12,3049,X40,THTR,340002072E1,Oxford_City_Centre__Westgate,340000963BAK,Wallingford__Market_Place,2026-07-12T16:55:00+00:00,-1.124576,51.59974,-,80607,8357,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T17:02:39+00:00,fe21ced8-585f-4d88-821b-33f0d6aeddd6,2026-07-12T19:27:57.545000+00:00,102,inbound,2026-07-12,3082,102,CSLB,4900801620,Heathrow_Airport__Heathrow_Central_Bus_Station,040000000441,High_Wycombe__High_Wycombe_BusStn,2026-07-12T15:40:00+00:00,-0.756582,51.631407,186.0,80608,80443,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T18:34:20+00:00,7edcaaac-6bd8-456a-b433-f3995cb5ec0c,2026-07-12T19:27:57.545000+00:00,X32,outbound,2026-07-12,3023,X32,THTR,340001992J3,Oxford_City_Centre__Queens_Lane,340001124WES,Didcot__Holly_Lane,2026-07-12T17:44:00+00:00,-1.268027,51.60387,-,80665,8364,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T16:08:23+00:00,e98790bd-1ec0-4be6-afad-8c76e0a921d9,2026-07-12T19:27:57.545000+00:00,34,outbound,2026-07-12,3015,34,CSLB,040000002960,High_Wycombe__High_Wycombe_BusStn,040000003557,Lane_End__The_Row,2026-07-12T15:40:00+00:00,-0.834367,51.619567,154.0,80596,101081,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T17:52:42+00:00,21179246-e6bb-4778-9654-0175729343e3,2026-07-12T19:27:57.545000+00:00,15,outbound,2026-07-12,3067,15,OXBC,340001993P2,Oxford_City_Centre__Police_Station,340000256WFS,Wood_Farm__Masons_Road_East,2026-07-12T17:30:00+00:00,-1.197837,51.751668,-,80722,14134,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T15:41:01+00:00,7ca4173e-9def-44d1-ab01-27a126adb4f1,2026-07-12T19:27:57.545000+00:00,500,outbound,2026-07-12,3079,500,OXBC,340001259OPP,Cowley__Car_Factory_Gate,340002072E5,Oxford_City_Centre__Westgate,2026-07-12T15:46:00+00:00,-1.197714,51.726899,-,80716,14227,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T18:42:55+00:00,1a3d23ce-1389-47eb-ba2d-43b252970100,2026-07-12T19:27:57.545000+00:00,X35,inbound,2026-07-12,3046,X35,THTR,340000789MPB,Wantage__Market_Place,340003334SRN,Didcot__Orchard_Centre,2026-07-12T18:09:00+00:00,-1.240074,51.607166,-,80606,8273,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T07:44:27+00:00,17e33a52-cc38-4a68-a7ad-68e0c9fd83a5,2026-07-12T19:27:57.545000+00:00,400,inbound,2026-07-12,11,400,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000749OPP,Thame__Town_Hall,-,-1.26951,51.753753,-,80746,13662,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T17:05:49+00:00,220f5fe0-fda8-430e-9204-12a50f96004b,2026-07-12T19:27:57.545000+00:00,34,outbound,2026-07-12,3017,34,CSLB,040000002960,High_Wycombe__High_Wycombe_BusStn,040000003557,Lane_End__The_Row,2026-07-12T16:40:00+00:00,-0.834733,51.619941,156.0,80456,80121,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T02:28:44+00:00,b17f2ce1-8aba-4908-a20e-dc9eb1ba18ee,2026-07-12T19:27:57.545000+00:00,NX1,outbound,2026-07-12,5073,NX1,OXBC,340002072E4,Oxford_City_Centre__Westgate,340000789MPB,Wantage__Market_Place,2026-07-12T01:30:00+00:00,-1.426062,51.588598,-,80631,13916,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T15:47:54+00:00,84c80520-5671-49f1-aade-4cd15cc03ba3,2026-07-12T19:27:57.545000+00:00,X1,inbound,2026-07-12,3018,X1,OXBC,340000789BH,Wantage__Market_Place,340000006R3,Oxford_City_Centre__Railway_Station,2026-07-12T14:10:00+00:00,-1.248539,51.729336,-,80731,12590,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T18:49:11+00:00,842d5b96-1bbf-45ff-b806-f8f9b1329872,2026-07-12T19:27:57.545000+00:00,103,inbound,2026-07-12,3096,103,CSLB,036006216216,Windsor_Town_Centre__Parish_Church,040000000441,High_Wycombe__High_Wycombe_BusStn,2026-07-12T17:35:00+00:00,-0.756842,51.631203,-,80832,80395,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:43+00:00,436d91e8-451a-4fd2-9818-8d6f7bc046ad,2026-07-12T19:27:57.545000+00:00,400,inbound,2026-07-12,3090,400,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000749OPP,Thame__Town_Hall,2026-07-12T19:05:00+00:00,-1.238018,51.751166,51.0,80779,14059,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T17:27:13+00:00,2c3bcd0a-0cc1-4103-a8cc-a81da2ec65bc,2026-07-12T19:27:57.545000+00:00,3,inbound,2026-07-12,3022,3,CSLB,036006042042,Maidenhead__Highfield_Lane,036006009010,Maidenhead_Town_Centre__Frascati_Way,2026-07-12T17:11:00+00:00,-0.75805,51.519274,269.0,80528,101036,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T18:30:43+00:00,da61e176-9a3e-4255-826e-2eeed5b7c327,2026-07-12T19:27:57.545000+00:00,LGW,outbound,2026-07-12,7091,LGW,OXBC,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,4400CY0375,Gatwick_Airport__North_Terminal_Bus_Station,2026-07-12T15:30:00+00:00,-0.176359,51.160711,-,80040,10325,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:29+00:00,566db96d-8f46-4f2f-bf1b-9bbe6f488d19,2026-07-12T19:27:57.545000+00:00,102,outbound,2026-07-12,3109,102,CSLB,040000000441,High_Wycombe__High_Wycombe_BusStn,490008016S,Heathrow_Airport__Heathrow_Central_Bus_Station,2026-07-12T18:45:00+00:00,-0.574841,51.591147,111.0,80609,80127,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T18:56:50+00:00,4c8c6d4c-27ef-4408-82c4-2c4003ed6102,2026-07-12T19:27:57.545000+00:00,30,outbound,2026-07-12,3041,30,CSLB,040000002964,High_Wycombe__High_Wycombe_BusStn,040000002964,High_Wycombe__High_Wycombe_BusStn,2026-07-12T18:30:00+00:00,-0.756353,51.631684,210.0,80845,101013,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:30+00:00,a64bfc4f-ab2f-4965-802e-20b05601071a,2026-07-12T19:27:57.545000+00:00,X2,outbound,2026-07-12,3049,X2,THTR,340002072E4,Oxford_City_Centre__Westgate,340003334SRS,Didcot__Orchard_Centre,2026-07-12T18:38:00+00:00,-1.306885,51.652404,208.0,80685,450174,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T17:15:57+00:00,2f0cf4ac-290d-4190-bacc-bbaab99e39e4,2026-07-12T19:27:57.545000+00:00,CS1,anticlockwise,2026-07-12,1730,CS1,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000006R6,Oxford_City_Centre__Railway_Station,2026-07-12T16:30:00+00:00,-1.260175,51.757943,-,80291,14352,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T15:35:18+00:00,17bf8c6e-9c37-4abb-b3a5-fe94e414863f,2026-07-12T19:27:57.545000+00:00,X52,inbound,2026-07-12,3008,X52,PULH,34000000008,Oxford_City_Centre__Gloucester_Green_Bus_Station,1600GLA06133,Cheltenham__Royal_Well_Bus_Station,2026-07-12T13:50:00+00:00,-2.078104,51.899598,-,80797,50678,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T17:02:28+00:00,d395f47f-7fc7-4c21-a966-d3655ea2ca2d,2026-07-12T19:27:57.545000+00:00,X9,inbound,2026-07-12,3009,X9,PULH,340000201WSB,Chipping_Norton__West_Street,340000831OPT,Witney__Market_Square,2026-07-12T16:15:00+00:00,-1.485495,51.784176,-,80549,14055,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T04:30:17+00:00,c6bad0a1-9ec2-46c4-8772-ec27c2811299,2026-07-12T19:27:57.545000+00:00,OXF,inbound,2026-07-12,7110,OXF,OXBC,4400CY0361,Gatwick_Airport__South_Terminal_Coach_Station,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,2026-07-12T01:55:00+00:00,-1.201149,51.729531,-,80036,12429,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:44+00:00,6818d524-88ac-443b-98b1-daaeb8403c90,2026-07-12T19:27:57.545000+00:00,1A,inbound,2026-07-12,3048,1A,CSLB,040000002175,Chesham__Townsend_Road,040000002956,High_Wycombe__High_Wycombe_BusStn,2026-07-12T18:46:00+00:00,-0.673058,51.661694,272.0,80883,100740,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T18:35:23+00:00,816cf268-12d1-469b-b863-a0b9c717e4e7,2026-07-12T19:27:57.545000+00:00,33,inbound,2026-07-12,3048,33,CSLB,040000003160,Totteridge__Tyzack_Road,040000003438,Desborough_Castle__Copyground_Lane,2026-07-12T18:00:00+00:00,-0.774564,51.633014,110.0,80514,101079,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:46+00:00,52b0dfc8-35df-4eb5-bd85-8e2a33a7fddb,2026-07-12T19:27:57.545000+00:00,5,inbound,2026-07-12,3102,5,OXBC,340001230ERB,Blackbird_Leys__Sandy_Lane_West,340000006R2,Oxford_City_Centre__Railway_Station,2026-07-12T18:41:00+00:00,-1.252312,51.752741,265.0,80769,14149,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T18:30:26+00:00,62d6b461-a24c-463c-b987-11d5a377e0bc,2026-07-12T19:27:57.545000+00:00,OXF,inbound,2026-07-12,7078,OXF,OXBC,4400CY0361,Gatwick_Airport__South_Terminal_Coach_Station,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,2026-07-12T15:20:00+00:00,-1.198761,51.726871,-,80027,13932,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:36+00:00,dfe4a0e4-5b74-425c-b580-e9dd699b1462,2026-07-12T19:27:57.545000+00:00,100,inbound,2026-07-12,3112,100,OXBC,340000008JR3,John_Radcliffe_Hospital__JR_Hospital_Main_Entrance,340001989S1,Oxford_City_Centre__Speedwell_Street,2026-07-12T19:20:00+00:00,-1.220162,51.763138,310.0,80739,14365,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T18:13:43+00:00,b85c4fa8-b5de-402e-919c-4a8d8f36d654,2026-07-12T19:27:57.545000+00:00,46,outbound,2026-07-12,3019,46,OXBC,340002072E3,Oxford_City_Centre__Westgate,340022008MAN,Great_Milton__Le_Manoir,2026-07-12T17:25:00+00:00,-1.091566,51.71561,-,80504,14361,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:42+00:00,6ef83eed-e15a-41ec-8839-8f920637d8d0,2026-07-12T19:27:57.545000+00:00,102,inbound,2026-07-12,3101,102,CSLB,4900801619,Heathrow_Airport__Heathrow_Central_Bus_Station,040000000441,High_Wycombe__High_Wycombe_BusStn,-,-0.643806,51.610217,-,80620,80322,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:46+00:00,d59da192-ba01-48e0-a3a4-81c1628d9301,2026-07-12T19:27:57.545000+00:00,9,outbound,2026-07-12,3025,9,CSLB,036006009010,Maidenhead_Town_Centre__Frascati_Way,036006002007,Furze_Platt__Cranbrook_Drive,2026-07-12T19:15:00+00:00,-0.720734,51.526446,344.0,80530,100942,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T19:22:33+00:00,d03beb8d-7be2-4e4a-9ce2-6493103f02f9,2026-07-12T19:27:57.545000+00:00,X1,inbound,2026-07-12,3028,X1,OXBC,340000789BH,Wantage__Market_Place,340000006R3,Oxford_City_Centre__Railway_Station,2026-07-12T19:10:00+00:00,-1.414953,51.611827,85.0,80737,14237,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T15:53:57+00:00,ad34d709-0271-477b-825b-c095bfb6b8bd,2026-07-12T19:27:57.545000+00:00,CS1,anticlockwise,2026-07-12,1600,CS1,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000006R6,Oxford_City_Centre__Railway_Station,2026-07-12T15:00:00+00:00,-1.266968,51.752528,-,80295,14347,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T14:13:34+00:00,c94170c2-d879-4695-997d-872dd1cb79c0,2026-07-12T19:27:57.545000+00:00,801,inbound,2026-07-12,3018,801,PULH,340000201WSC,Chipping_Norton__West_Street,1600GLA06133,Cheltenham__Royal_Well_Bus_Station,2026-07-12T13:25:00+00:00,-1.75202,51.895866,-,80697,50536,-
2.0,2026-07-12T19:22:57.545000+00:00,DepartmentForTransport,2026-07-12T19:22:57.545000+00:00,4dd99eff-d923-4bea-9ded-98a6171717a0,2026-07-12T19:27:57.545000+00:00,PT5S,2026-07-12T16:33:08+00:00,e8e61e2a-a265-419f-a78a-87e9febf451f,2026-07-12T19:27:57.545000+00:00,L,outbound,2026-07-12,3039,L,PULH,1600GLA461,Leckhampton__Pilley_Lane,160000628,Cheltenham__Primark,2026-07-12T16:20:00+00:00,-2.078818,51.893597,-,80497,50601,-
